report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
63,2025-11-23 13:53:02,NW-ACF-017,Cadet,Home,18+,Online form,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Online safety,Low,Open
64,2025-12-12 13:36:02,NW-ACF-043,Adult Volunteer,Training Weekend,12-14,Email,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Other,High,Closed
65,2026-02-04 00:37:02,NW-ACF-010,Adult Volunteer,Training Weekend,15-17,In person,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Bullying,Medium,Open
66,2025-12-22 22:50:02,NW-ACF-036,Cadet,Parade Night - Detachment,18+,Email,"Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Mental health,Medium,Open
67,2025-11-25 21:16:02,NW-ACF-032,Other,Home,15-17,In person,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,In progress
68,2026-02-15 06:50:02,NW-ACF-032,Parent/Carer,Home,15-17,Email,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Financial hardship,High,Closed
69,2025-11-30 10:48:02,NW-ACF-035,Parent/Carer,Training Weekend,12-14,Online form,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,In progress
70,2025-11-28 07:16:02,NW-ACF-035,Adult Volunteer,Parade Night - Detachment,12-14,Email,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,Closed
71,2026-02-09 21:38:02,NW-ACF-023,Adult Volunteer,Parade Night - Detachment,Under 12,Email,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,In progress
72,2025-12-29 06:46:02,NW-ACF-044,Cadet,Home,15-17,In person,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,Closed
73,2026-01-02 02:38:02,NW-ACF-040,Parent/Carer,Training Weekend,15-17,Phone call,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Bullying,Low,Open
74,2026-01-23 03:50:02,NW-ACF-036,Cadet,Training Weekend,Under 12,Online form,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Home issues,Medium,Open
75,2026-01-18 11:22:02,NW-ACF-030,Cadet,Field Exercise,15-17,Email,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
76,2026-01-30 08:57:02,NW-ACF-037,Adult Volunteer,Home,Under 12,Other,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Physical safety,Low,Closed
77,2025-12-09 14:29:02,NW-ACF-015,Cadet,Home,Under 12,In person,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,Open
78,2026-02-10 04:08:02,NW-ACF-001,Parent/Carer,Parade Night - Detachment,Under 12,Online form,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,Closed
79,2026-02-13 11:16:02,NW-ACF-041,Parent/Carer,Field Exercise,Under 12,Online form,"Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Mental health,Low,Open
80,2026-02-12 14:03:02,NW-ACF-025,Cadet,Training Weekend,12-14,Email,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Home issues,Medium,Open
81,2025-12-15 04:51:02,NW-ACF-008,Adult Volunteer,Annual Camp,15-17,Phone call,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
82,2026-02-09 12:17:02,NW-ACF-042,Adult Volunteer,Training Weekend,15-17,Phone call,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Mental health,Critical,Open
83,2025-12-28 04:56:02,NW-ACF-005,Other,Field Exercise,18+,Email,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Physical safety,Medium,Open
84,2025-11-25 02:51:02,NW-ACF-006,Parent/Carer,Parade Night - Detachment,12-14,Online form,Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Home issues,Critical,Closed
85,2025-12-22 22:41:02,NW-ACF-032,Other,Annual Camp,Under 12,Email,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Financial hardship,Critical,Open
86,2026-01-15 06:37:02,NW-ACF-012,Parent/Carer,Field Exercise,18+,Other,Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Attendance / engagement,Critical,In progress
87,2025-12-11 07:45:02,NW-ACF-044,Cadet,Parade Night - Detachment,Under 12,Phone call,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Financial hardship,Critical,In progress
88,2026-01-19 11:43:02,NW-ACF-028,Parent/Carer,Parade Night - Detachment,12-14,Phone call,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Online safety,Low,In progress
89,2025-12-16 02:33:02,NW-ACF-025,Adult Volunteer,Field Exercise,12-14,Phone call,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Online safety,Low,In progress
90,2025-12-28 13:48:02,NW-ACF-019,Cadet,Annual Camp,12-14,In person,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Bullying,Medium,Closed
91,2026-02-15 05:56:02,NW-ACF-043,Parent/Carer,Training Weekend,12-14,Online form,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Financial hardship,Medium,Closed
92,2025-11-30 06:11:02,NW-ACF-028,Adult Volunteer,Annual Camp,12-14,Phone call,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Bullying,Low,Open
93,2025-11-19 12:53:02,NW-ACF-031,Other,Annual Camp,15-17,Online form,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Financial hardship,High,In progress
94,2026-01-13 20:09:02,NW-ACF-038,Parent/Carer,Field Exercise,12-14,Phone call,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Financial hardship,Medium,Open
95,2026-01-17 14:29:02,NW-ACF-009,Cadet,Training Weekend,12-14,In person,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Online safety,High,Open
96,2025-12-12 19:52:02,NW-ACF-031,Adult Volunteer,Home,Under 12,In person,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Behaviour / conduct,Medium,Closed
97,2025-12-29 08:59:02,NW-ACF-046,Other,Field Exercise,Under 12,In person,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Online safety,High,In progress
98,2025-12-30 01:31:02,NW-ACF-035,Cadet,Training Weekend,18+,Phone call,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Behaviour / conduct,Medium,In progress
99,2025-12-28 22:41:02,NW-ACF-028,Cadet,Home,15-17,Online form,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Attendance / engagement,Low,Open
100,2026-01-18 02:34:02,NW-ACF-038,Other,Training Weekend,12-14,Other,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,In progress
101,2026-01-24 04:50:02,NW-ACF-035,Cadet,Parade Night - Detachment,Under 12,Phone call,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Financial hardship,Medium,Open
