report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
826,2025-10-17 11:06:08,NW-ACF-030,Parent/Carer,Field Exercise,15-17,Phone call,"Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Exploitation / trafficking,High,Closed
448,2025-09-20 16:22:08,NW-ACF-042,Other,Home,15-17,Online form,Cadet reports repeated unkind comments and name-calling from a small group during parade nights. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Bullying,Medium,Closed
66,2025-11-13 17:04:08,NW-ACF-062,Other,Training Weekend,12-14,Phone call,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Behaviour / conduct,High,In progress
53,2025-10-15 00:52:08,NW-ACF-004,Other,Annual Camp,15-17,Other,"Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Online safety,Low,Closed
459,2025-12-26 09:28:08,NW-ACF-019,Adult Volunteer (CFAV),Training Weekend,18+,In person,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Physical safety,High,In progress
240,2025-10-08 19:38:08,NW-ACF-060,Adult Volunteer (CFAV),Online session,15-17,Other,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Mental health,Low,In progress
619,2025-11-04 18:03:08,NW-ACF-001,Other,Annual Camp,Under 12,Online form,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,FGM / harmful practices,Medium,In progress
108,2025-10-11 22:55:08,NW-ACF-061,Cadet,Home,12-14,Phone call,"Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Abuse by adult in organisation,High,Closed
479,2025-09-18 06:46:08,NW-ACF-087,Cadet,Parade Night - Detachment,12-14,Email,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Exploitation / trafficking,Critical,In progress
495,2025-08-30 10:51:08,NW-ACF-093,Adult Volunteer (CFAV),Parade Night - Detachment,Under 12,Email,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Behaviour / conduct,Low,Open
27,2026-01-23 14:23:08,NW-ACF-022,Other,Online session,18+,Email,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Home issues,High,Closed
251,2025-12-28 12:05:08,NW-ACF-019,Parent/Carer,Training Weekend,Under 12,Email,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Physical safety,Medium,Closed
601,2026-01-28 15:16:08,NW-ACF-010,Cadet,Field Exercise,15-17,Email,"Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Exploitation / trafficking,High,Open
932,2025-09-13 17:44:08,NW-ACF-083,Adult Volunteer (CFAV),Home,15-17,Phone call,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Online safety,Medium,Closed
928,2025-12-14 08:26:08,NW-ACF-036,Cadet,Home,15-17,Email,"Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Home issues,High,Open
445,2025-10-17 02:56:08,NW-ACF-019,Other,Field Exercise,15-17,Email,"Cadet reports repeated unkind comments and name-calling from a small group during parade nights. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Bullying,Low,Closed
38,2026-01-20 23:52:08,NW-ACF-057,Cadet,Annual Camp,12-14,In person,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Mental health,High,In progress
513,2025-10-04 05:03:08,NW-ACF-069,Parent/Carer,Training Weekend,18+,Other,Cadet disclosed that messages in the detachment group chat have become hostile and targeted towards them. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Bullying,Medium,Open
349,2025-10-13 04:12:08,NW-ACF-099,Other,Home,12-14,In person,"Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Physical safety,High,Closed
512,2026-02-13 18:44:08,NW-ACF-066,Parent/Carer,Training Weekend,18+,Other,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Exploitation / trafficking,Medium,Open
151,2026-01-14 22:35:08,NW-ACF-057,Other,Training Weekend,15-17,Phone call,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Physical safety,High,Open
561,2025-10-10 11:44:08,NW-ACF-044,Cadet,Home,Under 12,Phone call,"Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Online safety,High,Open
194,2025-10-10 06:07:08,NW-ACF-080,Adult Volunteer (CFAV),Home,15-17,Email,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Exploitation / trafficking,Medium,Closed
295,2026-01-24 00:38:08,NW-ACF-076,Cadet,Parade Night - Detachment,15-17,Phone call,"Third-party information was received suggesting there may be welfare concerns for this cadet, but further clarification is needed. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Other,Low,In progress
417,2025-12-03 14:38:08,NW-ACF-082,Other,Home,15-17,Email,"Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Behaviour / conduct,Low,Closed
900,2025-11-06 18:30:08,NW-ACF-034,Adult Volunteer (CFAV),Parade Night - Detachment,18+,In person,"Cadet attended with visible bruising and flinched when staff moved nearby, becoming distressed when asked about the injuries. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Physical safety,High,In progress
224,2025-12-17 17:28:08,NW-ACF-058,Adult Volunteer (CFAV),Parade Night - Detachment,18+,Email,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,High,Closed
532,2025-08-19 14:48:08,NW-ACF-039,Adult Volunteer (CFAV),Online session,Under 12,Phone call,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,Critical,Closed
732,2025-10-23 19:28:08,NW-ACF-080,Other,Training Weekend,12-14,Other,"Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Exploitation / trafficking,Critical,Open
864,2026-01-20 16:19:08,NW-ACF-085,Other,Field Exercise,12-14,Online form,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Behaviour / conduct,Medium,Closed
394,2026-01-03 14:53:08,NW-ACF-041,Cadet,Annual Camp,Under 12,Email,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Radicalisation / extremism,High,Closed
801,2025-12-01 00:33:08,NW-ACF-075,Parent/Carer,Parade Night - Detachment,18+,Phone call,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Mental health,High,Open
862,2025-11-27 06:06:08,NW-ACF-024,Cadet,Annual Camp,15-17,Other,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Mental health,Medium,In progress
205,2025-10-12 17:15:08,NW-ACF-068,Parent/Carer,Parade Night - Detachment,12-14,Online form,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Mental health,High,Closed
559,2025-09-17 05:35:08,NW-ACF-035,Parent/Carer,Annual Camp,12-14,Email,"Cadet quietly asked if there was any support available with food during longer activities, as things are difficult at home. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Financial hardship,Medium,Open
685,2026-01-22 12:51:08,NW-ACF-097,Adult Volunteer (CFAV),Online session,12-14,In person,"Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Exploitation / trafficking,Critical,Closed
44,2025-10-31 10:42:08,NW-ACF-022,Parent/Carer,Annual Camp,18+,Online form,"Cadet attended with visible bruising and flinched when staff moved nearby, becoming distressed when asked about the injuries. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Physical safety,High,Open
359,2025-11-20 14:03:08,NW-ACF-079,Other,Home,18+,Online form,Cadet asked general questions about whether certain traditional practices on girls are allowed in this country and appeared worried. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,FGM / harmful practices,Critical,Open
956,2025-11-01 18:48:08,NW-ACF-037,Parent/Carer,Training Weekend,Under 12,In person,Cadet asked general questions about whether certain traditional practices on girls are allowed in this country and appeared worried. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,FGM / harmful practices,Medium,In progress
122,2025-10-01 23:04:08,NW-ACF-031,Parent/Carer,Parade Night - Detachment,15-17,Online form,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Radicalisation / extremism,High,Closed
569,2025-10-23 01:40:08,NW-ACF-005,Adult Volunteer (CFAV),Home,18+,Other,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Home issues,Medium,Open
754,2025-11-13 06:40:08,NW-ACF-030,Other,Annual Camp,18+,Email,"Third-party information was received suggesting there may be welfare concerns for this cadet, but further clarification is needed. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Other,Low,Open
845,2025-09-20 23:03:08,NW-ACF-056,Adult Volunteer (CFAV),Home,15-17,Phone call,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.",Home issues,Medium,In progress
622,2025-12-25 14:08:08,NW-ACF-080,Cadet,Online session,Under 12,Phone call,Parent mentioned that uniform and boot costs are a concern and that finances are affecting the cadet’s ability to attend events. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Financial hardship,High,Closed
682,2025-11-05 19:48:08,NW-ACF-070,Parent/Carer,Annual Camp,12-14,Email,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Home issues,High,Open
635,2026-02-13 08:57:08,NW-ACF-075,Parent/Carer,Online session,18+,Other,"Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",FGM / harmful practices,Critical,Closed
945,2026-01-20 16:43:08,NW-ACF-042,Other,Training Weekend,18+,Phone call,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Radicalisation / extremism,High,In progress
63,2026-01-02 23:21:08,NW-ACF-006,Adult Volunteer (CFAV),Parade Night - Detachment,Under 12,In person,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.",Physical safety,Critical,Closed
70,2025-12-06 23:56:08,NW-ACF-026,Parent/Carer,Parade Night - Detachment,Under 12,Email,Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Home issues,Critical,Closed
50,2025-12-17 15:43:08,NW-ACF-042,Adult Volunteer (CFAV),Online session,Under 12,Phone call,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.",Other,Medium,In progress
718,2026-02-11 09:00:08,NW-ACF-012,Parent/Carer,Annual Camp,Under 12,Phone call,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Behaviour / conduct,Low,Closed
555,2025-11-11 04:55:08,NW-ACF-096,Adult Volunteer (CFAV),Online session,15-17,In person,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Mental health,Low,Closed
659,2025-12-20 16:48:08,NW-ACF-072,Adult Volunteer (CFAV),Annual Camp,12-14,Email,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Home issues,Medium,Closed
747,2025-11-04 15:31:08,NW-ACF-044,Cadet,Field Exercise,18+,Other,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Abuse by adult in organisation,Medium,Open
726,2025-10-31 17:18:08,NW-ACF-088,Cadet,Training Weekend,Under 12,Phone call,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Radicalisation / extremism,High,Open
483,2026-02-08 10:42:08,NW-ACF-068,Cadet,Home,18+,Online form,"Cadet raised a concern that does not fit a specific category but left staff feeling that it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Other,Low,Open
458,2025-10-11 16:07:08,NW-ACF-082,Parent/Carer,Online session,12-14,In person,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Radicalisation / extremism,Medium,Closed
997,2025-08-20 14:43:08,NW-ACF-079,Parent/Carer,Online session,Under 12,Other,Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Online safety,Medium,Open
564,2025-08-29 14:05:08,NW-ACF-036,Cadet,Online session,18+,Online form,Cadet explained that they are struggling to afford transport to activities and have missed several parades as a result. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Financial hardship,Low,Closed
123,2025-12-09 10:34:08,NW-ACF-097,Other,Online session,18+,In person,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Attendance / engagement,Medium,Open
507,2025-11-15 05:12:08,NW-ACF-033,Other,Annual Camp,12-14,Online form,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Attendance / engagement,Low,Closed
721,2026-01-27 04:59:08,NW-ACF-055,Other,Training Weekend,Under 12,Phone call,"Parent mentioned that uniform and boot costs are a concern and that finances are affecting the cadet’s ability to attend events. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Financial hardship,High,In progress
117,2025-09-16 03:48:08,NW-ACF-082,Parent/Carer,Parade Night - Detachment,12-14,Phone call,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Radicalisation / extremism,High,In progress
736,2026-01-07 11:42:08,NW-ACF-072,Parent/Carer,Online session,Under 12,Other,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Home issues,Medium,Open
678,2025-10-17 08:06:08,NW-ACF-037,Other,Home,15-17,Phone call,"Cadet, who was previously enthusiastic, has begun arriving late, leaving early and avoiding taking part in team tasks. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Attendance / engagement,Medium,Closed
439,2026-02-03 03:31:08,NW-ACF-015,Adult Volunteer (CFAV),Home,18+,In person,Several peers have been excluding the cadet from group activities and making jokes at their expense. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Bullying,Medium,In progress
160,2025-12-27 12:10:08,NW-ACF-022,Cadet,Home,Under 12,Email,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,Critical,Closed
90,2025-09-30 16:38:08,NW-ACF-059,Cadet,Field Exercise,18+,Email,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.",Behaviour / conduct,Medium,Open
943,2026-01-14 18:42:08,NW-ACF-065,Parent/Carer,Training Weekend,15-17,Phone call,Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Mental health,Low,In progress
854,2025-12-29 03:22:08,NW-ACF-068,Parent/Carer,Online session,Under 12,In person,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.",Mental health,Medium,Closed
192,2026-01-03 16:13:08,NW-ACF-020,Parent/Carer,Training Weekend,18+,Online form,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Behaviour / conduct,Medium,Closed
919,2026-01-10 09:59:08,NW-ACF-076,Other,Field Exercise,15-17,Phone call,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Exploitation / trafficking,High,In progress
751,2025-09-03 17:21:08,NW-ACF-077,Adult Volunteer (CFAV),Training Weekend,12-14,In person,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.",Physical safety,High,Closed
432,2026-01-11 06:11:08,NW-ACF-033,Adult Volunteer (CFAV),Field Exercise,12-14,Other,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.",Physical safety,High,Closed
220,2025-09-26 17:57:08,NW-ACF-020,Parent/Carer,Parade Night - Detachment,Under 12,Online form,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Behaviour / conduct,Low,Open
883,2025-12-28 04:38:08,NW-ACF-026,Other,Annual Camp,12-14,Email,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Mental health,High,Open
595,2025-12-12 02:21:08,NW-ACF-084,Other,Online session,15-17,Online form,"Several peers have been excluding the cadet from group activities and making jokes at their expense. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Bullying,Low,In progress
994,2025-09-12 19:46:08,NW-ACF-063,Other,Annual Camp,Under 12,Email,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Mental health,Low,In progress
129,2025-11-14 20:13:08,NW-ACF-030,Other,Annual Camp,12-14,Email,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Home issues,Medium,In progress
531,2025-09-11 08:46:08,NW-ACF-093,Parent/Carer,Home,15-17,In person,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,High,In progress
679,2026-01-21 23:57:08,NW-ACF-076,Other,Online session,Under 12,Phone call,"There have been a number of low-level altercations involving the cadet, including pushing and verbal disputes. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Behaviour / conduct,Low,Open
642,2026-01-22 17:17:08,NW-ACF-073,Other,Field Exercise,Under 12,Phone call,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,High,In progress
752,2025-10-10 13:57:08,NW-ACF-096,Other,Training Weekend,15-17,Other,"Cadet reported being added to group chats where explicit or disturbing content is shared, and feels pressured to remain in them. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Online safety,Low,Closed
